,Exec Env,#vCPUs,Access Method,Number of Threads,Block Size (KiB),Total Size (MiB),Operation,Scope,Total Ops,Ops per sec,Data Transfered (MiB),Throughput (MiB/sec),Total Time,Total #events,Min Latency (ms),Avg Latency (ms),Max Latency (ms),95th Percentile Latency (ms),Total Execution Time across Threads (s),Avg Number of Events per Thread,Avg Execution Time per Thread (s)
0,Linux Host,96,rnd,1,4096.0,1024000.0,read,global,12323.0,410.73,49292.0,1642.93,30.001,12323.0,2.41,2.43,7.92,2.48,29.99633,12323.0,29.9963
1,Linux Host,96,rnd,1,4096.0,1024000.0,read,local,12158.0,405.21,48632.0,1620.85,30.0003,12158.0,2.43,2.47,7.41,2.52,29.99468,12158.0,29.9947
2,Linux Host,96,seq,1,4096.0,1024000.0,read,global,256000.0,10748.42,1024000.0,42993.67,23.8139,256000.0,0.09,0.09,0.68,0.09,23.776259999999997,256000.0,23.7763
3,Linux Host,96,seq,1,4096.0,1024000.0,read,local,256000.0,10737.39,1024000.0,42949.56,23.8383,256000.0,0.09,0.09,0.55,0.09,23.80058,256000.0,23.8006
4,Linux Host,96,rnd,1,4096.0,1024000.0,write,global,5819.0,193.94,23276.0,775.77,30.0004,5819.0,2.2,5.15,10.95,5.18,29.995669999999997,5819.0,29.9957
5,Linux Host,96,rnd,1,4096.0,1024000.0,write,local,5819.0,193.93,23276.0,775.73,30.0015,5819.0,2.19,5.15,9.87,5.18,29.99606,5819.0,29.9961
6,Linux Host,96,seq,1,4096.0,1024000.0,write,global,140837.0,4693.95,563348.0,18775.81,30.0003,140837.0,0.21,0.21,2.14,0.22,29.976770000000002,140837.0,29.9768
7,Linux Host,96,seq,1,4096.0,1024000.0,write,local,140850.0,4694.38,563400.0,18777.53,30.0004,140850.0,0.21,0.21,0.77,0.22,29.97659,140850.0,29.9766
8,Linux Host,96,rnd,2,4096.0,1024000.0,read,global,24773.0,825.66,99092.0,3302.64,30.002,24773.0,2.35,2.42,11.52,2.48,59.989,12386.5,29.9945
9,Linux Host,96,rnd,2,4096.0,1024000.0,read,local,24523.0,817.28,98092.0,3269.12,30.0018,24523.0,2.35,2.45,14.17,2.52,59.98619,12261.5,29.9931
10,Linux Host,96,seq,2,4096.0,1024000.0,read,global,256000.0,21428.09,1024000.0,85712.36,11.9433,256000.0,0.09,0.09,2.49,0.09,23.73144,128000.0,11.8657
11,Linux Host,96,seq,2,4096.0,1024000.0,read,local,256000.0,20813.18,1024000.0,83252.73,12.2963,256000.0,0.09,0.09,13.56,0.1,24.14537,128000.0,12.0727
12,Linux Host,96,rnd,2,4096.0,1024000.0,write,global,5401.0,180.0,21604.0,720.02,30.0012,5401.0,3.15,11.11,21.94,17.32,59.99414,2700.5,29.9971
13,Linux Host,96,rnd,2,4096.0,1024000.0,write,local,11616.0,387.14,46464.0,1548.56,30.0009,11616.0,2.2,5.16,22.62,5.28,59.990730000000006,5808.0,29.9954
14,Linux Host,96,seq,2,4096.0,1024000.0,write,global,69948.0,2331.28,279792.0,9325.1,30.0009,69948.0,0.21,0.86,5.54,1.37,59.97365,34974.0,29.9868
15,Linux Host,96,seq,2,4096.0,1024000.0,write,local,256000.0,9249.1,1024000.0,36996.39,27.6747,256000.0,0.21,0.21,12.19,0.22,54.954370000000004,128000.0,27.4772
16,Linux Host,96,rnd,3,4096.0,1024000.0,read,global,37355.0,1244.91,149420.0,4979.65,30.0024,37355.0,2.35,2.41,13.25,2.61,89.98596,12451.6667,29.9953
17,Linux Host,96,rnd,3,4096.0,1024000.0,read,local,36172.0,1205.33,144688.0,4821.34,30.0061,36172.0,2.38,2.49,18.78,2.71,89.98944999999999,12057.3333,29.9965
18,Linux Host,96,seq,3,4096.0,1024000.0,read,global,255999.0,31355.25,1023996.0,125420.98,8.1612,255999.0,0.09,0.09,3.05,0.1,24.17998,85333.0,8.06
19,Linux Host,96,seq,3,4096.0,1024000.0,read,local,255999.0,30426.98,1023996.0,121707.93,8.4097,255999.0,0.09,0.1,11.51,0.11,24.784689999999998,85333.0,8.2616
20,Linux Host,96,rnd,3,4096.0,1024000.0,write,global,6197.0,206.47,24788.0,825.9,30.0097,6197.0,4.93,14.53,20.64,18.28,90.0123,2065.6667,30.0041
21,Linux Host,96,rnd,3,4096.0,1024000.0,write,local,17384.0,579.34,69536.0,2317.36,30.0027,17384.0,2.23,5.18,21.78,5.37,89.98992999999999,5794.6667,29.9966
22,Linux Host,96,seq,3,4096.0,1024000.0,write,global,62898.0,2096.31,251592.0,8385.22,30.0008,62898.0,0.21,1.43,5.76,3.25,89.96306,20966.0,29.9877
23,Linux Host,96,seq,3,4096.0,1024000.0,write,local,255999.0,13748.04,1023996.0,54992.17,18.617,255999.0,0.21,0.22,13.5,0.22,55.45653,85333.0,18.4855
24,Linux Host,96,rnd,4,4096.0,1024000.0,read,global,46338.0,1544.29,185352.0,6177.16,30.0023,46338.0,2.35,2.59,11.92,3.82,119.98186,11584.5,29.9955
25,Linux Host,96,rnd,4,4096.0,1024000.0,read,local,45949.0,1531.34,183796.0,6125.34,30.0025,45949.0,2.35,2.61,24.32,3.13,119.97944,11487.25,29.9949
26,Linux Host,96,seq,4,4096.0,1024000.0,read,global,256000.0,41997.66,1024000.0,167990.64,6.092,256000.0,0.09,0.09,8.11,0.1,23.84282,64000.0,5.9607
27,Linux Host,96,seq,4,4096.0,1024000.0,read,local,256000.0,36367.33,1024000.0,145469.33,7.0354,256000.0,0.09,0.1,17.49,0.15,26.48102,64000.0,6.6203
28,Linux Host,96,rnd,4,4096.0,1024000.0,write,global,7663.0,255.3,30652.0,1021.22,30.0116,7663.0,2.56,15.66,26.02,18.61,120.02789,1915.75,30.007
29,Linux Host,96,rnd,4,4096.0,1024000.0,write,local,22981.0,765.76,91924.0,3063.03,30.0074,22981.0,2.21,5.22,27.47,5.37,120.00013,5745.25,30.0
30,Linux Host,96,seq,4,4096.0,1024000.0,write,global,70343.0,2344.38,281372.0,9377.51,30.0016,70343.0,0.23,1.71,6.6,3.3,119.94964,17585.75,29.9874
31,Linux Host,96,seq,4,4096.0,1024000.0,write,local,256000.0,17930.11,1024000.0,71720.44,14.2744,256000.0,0.21,0.22,13.6,0.24,56.21545,64000.0,14.0539
32,Linux Host,96,rnd,5,4096.0,1024000.0,read,global,62274.0,2075.39,249096.0,8301.56,30.0022,62274.0,2.35,2.41,11.53,2.48,149.97351,12454.8,29.9947
33,Linux Host,96,rnd,5,4096.0,1024000.0,read,local,60054.0,2001.47,240216.0,8005.88,30.0016,60054.0,2.35,2.5,30.17,2.61,149.96295,12010.8,29.9926
34,Linux Host,96,seq,5,4096.0,1024000.0,read,global,256000.0,52802.56,1024000.0,211210.25,4.8446,256000.0,0.09,0.09,6.53,0.1,23.90766,51200.0,4.7815
35,Linux Host,96,seq,5,4096.0,1024000.0,read,local,256000.0,45656.51,1024000.0,182626.04,5.6034,256000.0,0.09,0.11,20.94,0.21,27.281830000000003,51200.0,5.4564
36,Linux Host,96,rnd,5,4096.0,1024000.0,write,global,9503.0,316.58,38012.0,1266.32,30.0142,9503.0,4.14,15.79,26.29,18.61,150.02791,1900.6,30.0056
37,Linux Host,96,rnd,5,4096.0,1024000.0,write,local,28963.0,965.15,115852.0,3860.58,30.0053,28963.0,2.19,5.18,30.44,5.28,149.99420999999998,5792.6,29.9988
38,Linux Host,96,seq,5,4096.0,1024000.0,write,global,82973.0,2765.41,331892.0,11061.64,30.0006,82973.0,0.23,1.81,6.88,3.3,149.92560999999998,16594.6,29.9851
39,Linux Host,96,seq,5,4096.0,1024000.0,write,local,256000.0,21333.09,1024000.0,85332.34,11.9968,256000.0,0.21,0.23,18.23,0.25,58.48609,51200.0,11.6972
40,Linux Host,96,rnd,6,4096.0,1024000.0,read,global,72067.0,2401.8,288268.0,9607.19,30.0038,72067.0,2.35,2.5,13.21,2.66,179.96059,12011.1667,29.9934
41,Linux Host,96,rnd,6,4096.0,1024000.0,read,local,69620.0,2320.21,278480.0,9280.86,30.0024,69620.0,2.35,2.58,30.08,2.86,179.96259,11603.3333,29.9938
42,Linux Host,96,seq,6,4096.0,1024000.0,read,global,255996.0,59630.83,1023984.0,238523.32,4.2894,255996.0,0.09,0.1,8.75,0.1,25.0115,42666.0,4.1686
43,Linux Host,96,seq,6,4096.0,1024000.0,read,local,255996.0,49452.33,1023984.0,197809.34,5.1728,255996.0,0.09,0.12,18.33,0.26,29.52013,42666.0,4.92
44,Linux Host,96,rnd,6,4096.0,1024000.0,write,global,10544.0,351.25,42176.0,1404.98,30.0161,10544.0,8.17,17.08,28.87,18.28,180.04686999999998,1757.3333,30.0078
45,Linux Host,96,rnd,6,4096.0,1024000.0,write,local,34223.0,1140.33,136892.0,4561.32,30.0077,34223.0,2.19,5.26,32.94,5.37,179.98810999999998,5703.8333,29.998
46,Linux Host,96,seq,6,4096.0,1024000.0,write,global,99025.0,3300.2,396100.0,13200.8,30.0024,99025.0,0.23,1.82,9.99,3.07,179.91351999999998,16504.1667,29.9856
47,Linux Host,96,seq,6,4096.0,1024000.0,write,local,255996.0,25356.75,1023984.0,101427.0,10.0921,255996.0,0.21,0.23,16.88,0.23,59.935050000000004,42666.0,9.9892
48,Linux Host,96,rnd,7,4096.0,1024000.0,read,global,83299.0,2776.04,333196.0,11104.18,30.0026,83299.0,2.35,2.52,12.7,2.71,209.95057,11899.8571,29.9929
49,Linux Host,96,rnd,7,4096.0,1024000.0,read,local,83307.0,2776.33,333228.0,11105.3,30.0024,83307.0,2.35,2.52,30.93,2.57,209.94129999999998,11901.0,29.9916
50,Linux Host,96,seq,7,4096.0,1024000.0,read,global,255997.0,70682.62,1023988.0,282730.46,3.6181,255997.0,0.09,0.1,10.57,0.1,24.554380000000002,36571.0,3.5078
51,Linux Host,96,seq,7,4096.0,1024000.0,read,local,255997.0,57220.27,1023988.0,228881.1,4.4702,255997.0,0.09,0.12,22.62,0.1,30.43835,36571.0,4.3483
52,Linux Host,96,rnd,7,4096.0,1024000.0,write,global,11784.0,392.59,47136.0,1570.37,30.0127,11784.0,6.37,17.82,33.3,20.0,210.0434,1683.4286,30.0062
53,Linux Host,96,rnd,7,4096.0,1024000.0,write,local,39836.0,1327.48,159344.0,5309.93,30.0051,39836.0,2.21,5.27,34.66,5.18,209.99073,5690.8571,29.9987
54,Linux Host,96,seq,7,4096.0,1024000.0,write,global,96607.0,3219.91,386428.0,12879.63,30.0014,96607.0,0.23,2.17,10.32,3.62,209.91758,13801.0,29.9882
55,Linux Host,96,seq,7,4096.0,1024000.0,write,local,255997.0,28695.82,1023988.0,114783.26,8.9174,255997.0,0.21,0.24,24.81,0.23,61.848910000000004,36571.0,8.8356
56,Linux Host,96,rnd,8,4096.0,1024000.0,read,global,99621.0,3320.07,398484.0,13280.28,30.0024,99621.0,2.35,2.41,12.71,2.48,239.95193,12452.625,29.994
57,Linux Host,96,rnd,8,4096.0,1024000.0,read,local,95244.0,3173.87,380976.0,12695.47,30.0055,95244.0,2.35,2.52,43.41,2.52,239.94538,11905.5,29.9932
58,Linux Host,96,seq,8,4096.0,1024000.0,read,global,256000.0,78982.2,1024000.0,315928.8,3.2379,256000.0,0.09,0.1,11.54,0.11,25.39506,32000.0,3.1744
59,Linux Host,96,seq,8,4096.0,1024000.0,read,local,256000.0,62703.45,1024000.0,250813.81,4.0791,256000.0,0.09,0.12,25.59,0.1,31.678810000000002,32000.0,3.9599
60,Linux Host,96,rnd,8,4096.0,1024000.0,write,global,12602.0,419.83,50408.0,1679.32,30.0136,12602.0,7.36,19.05,39.8,21.89,240.0404,1575.25,30.0051
61,Linux Host,96,rnd,8,4096.0,1024000.0,write,local,45071.0,1501.93,180284.0,6007.72,30.0051,45071.0,2.2,5.32,37.23,5.28,239.98526,5633.875,29.9982
62,Linux Host,96,seq,8,4096.0,1024000.0,write,global,77667.0,2588.39,310668.0,10353.54,30.0018,77667.0,0.24,3.09,19.39,6.32,239.94070000000002,9708.375,29.9926
63,Linux Host,96,seq,8,4096.0,1024000.0,write,local,256000.0,31700.09,1024000.0,126800.36,8.072,256000.0,0.21,0.25,25.39,0.23,62.9921,32000.0,7.874
64,Linux Host,96,rnd,9,4096.0,1024000.0,read,global,111641.0,3720.69,446564.0,14882.76,30.002,111641.0,2.35,2.42,11.15,2.48,269.93098,12404.5556,29.9923
65,Linux Host,96,rnd,9,4096.0,1024000.0,read,local,105667.0,3521.46,422668.0,14085.83,30.0033,105667.0,2.35,2.55,38.93,2.71,269.94075,11740.7778,29.9934
66,Linux Host,96,seq,9,4096.0,1024000.0,read,global,255996.0,89473.53,1023984.0,357894.12,2.8574,255996.0,0.09,0.1,11.72,0.1,24.63919,28444.0,2.7377
67,Linux Host,96,seq,9,4096.0,1024000.0,read,local,255996.0,64490.37,1023984.0,257961.48,3.9658,255996.0,0.09,0.13,29.2,0.11,32.950489999999995,28444.0,3.6612
68,Linux Host,96,rnd,9,4096.0,1024000.0,write,global,14466.0,481.88,57864.0,1927.53,30.0164,14466.0,10.5,18.67,48.49,21.11,270.08049,1607.3333,30.0089
69,Linux Host,96,rnd,9,4096.0,1024000.0,write,local,50792.0,1692.58,203168.0,6770.33,30.0049,50792.0,2.21,5.32,49.34,5.28,269.98763,5643.5556,29.9986
70,Linux Host,96,seq,9,4096.0,1024000.0,write,global,119114.0,3969.79,476456.0,15879.15,30.0017,119114.0,0.23,2.27,13.76,3.96,269.86460999999997,13234.8889,29.985
71,Linux Host,96,seq,9,4096.0,1024000.0,write,local,255996.0,35541.32,1023984.0,142165.27,7.199,255996.0,0.21,0.25,26.04,0.23,63.96466,28444.0,7.1072
72,Linux Host,96,rnd,10,4096.0,1024000.0,read,global,119645.0,3987.33,478580.0,15949.33,30.0026,119645.0,2.35,2.51,11.79,2.61,299.93465999999995,11964.5,29.9935
73,Linux Host,96,rnd,10,4096.0,1024000.0,read,local,118678.0,3954.92,474712.0,15819.67,30.0041,118678.0,2.35,2.53,53.72,2.48,299.92787,11867.8,29.9928
74,Linux Host,96,seq,10,4096.0,1024000.0,read,global,256000.0,95733.24,1024000.0,382932.97,2.6704,256000.0,0.09,0.1,5.64,0.19,25.51498,25600.0,2.5515
75,Linux Host,96,seq,10,4096.0,1024000.0,read,local,256000.0,68178.37,1024000.0,272713.48,3.7512,256000.0,0.09,0.14,20.79,0.18,34.88351,25600.0,3.4884
76,Linux Host,96,rnd,10,4096.0,1024000.0,write,global,14903.0,496.41,59612.0,1985.63,30.018,14903.0,11.57,20.14,60.67,23.52,300.11681,1490.3,30.0117
77,Linux Host,96,rnd,10,4096.0,1024000.0,write,local,56249.0,1874.43,224996.0,7497.7,30.0052,56249.0,2.2,5.33,51.71,5.37,299.98141,5624.9,29.9981
78,Linux Host,96,seq,10,4096.0,1024000.0,write,global,102836.0,3427.25,411344.0,13709.0,30.0017,102836.0,0.49,2.92,15.74,5.88,299.8748,10283.6,29.9875
79,Linux Host,96,seq,10,4096.0,1024000.0,write,local,256000.0,38413.19,1024000.0,153652.76,6.6603,256000.0,0.21,0.25,32.22,0.23,65.06694,25600.0,6.5067
80,Linux Host,96,rnd,11,4096.0,1024000.0,read,global,134969.0,4498.08,539876.0,17992.3,30.0026,134969.0,2.35,2.44,14.41,2.57,329.92474,12269.9091,29.9932
81,Linux Host,96,rnd,11,4096.0,1024000.0,read,local,128668.0,4288.08,514672.0,17152.32,30.0024,128668.0,2.35,2.56,59.5,2.66,329.92599,11697.0909,29.9933
82,Linux Host,96,seq,11,4096.0,1024000.0,read,global,255992.0,104780.15,1023968.0,419120.6,2.4395,255992.0,0.09,0.1,13.27,0.19,25.46104,23272.0,2.3146
83,Linux Host,96,seq,11,4096.0,1024000.0,read,local,255992.0,75105.08,1023968.0,300420.3,3.4045,255992.0,0.09,0.14,28.87,0.11,34.99822,23272.0,3.1817
84,Linux Host,96,rnd,11,4096.0,1024000.0,write,global,13337.0,444.36,53348.0,1777.46,30.0121,13337.0,13.32,24.75,67.64,30.81,330.04285999999996,1212.4545,30.0039
85,Linux Host,96,rnd,11,4096.0,1024000.0,write,local,61837.0,2060.63,247348.0,8242.51,30.0052,61837.0,2.21,5.34,70.09,5.28,329.9678,5621.5455,29.9971
86,Linux Host,96,seq,11,4096.0,1024000.0,write,global,117020.0,3899.99,468080.0,15599.95,30.0015,117020.0,0.26,2.82,22.16,5.18,329.80343,10638.1818,29.9821
87,Linux Host,96,seq,11,4096.0,1024000.0,write,local,255992.0,41898.08,1023968.0,167592.32,6.106,255992.0,0.21,0.26,32.75,0.23,66.2881,23272.0,6.0262
88,Linux Host,96,rnd,12,4096.0,1024000.0,read,global,148543.0,4950.47,594172.0,19801.87,30.0025,148543.0,2.35,2.42,11.53,2.57,359.92873,12378.5833,29.9941
89,Linux Host,96,rnd,12,4096.0,1024000.0,read,local,139265.0,4641.24,557060.0,18564.97,30.0025,139265.0,2.35,2.58,61.6,2.66,359.91517,11605.4167,29.9929
90,Linux Host,96,seq,12,4096.0,1024000.0,read,global,255996.0,108854.02,1023984.0,435416.08,2.3481,255996.0,0.09,0.1,12.89,0.19,26.52298,21333.0,2.2102
91,Linux Host,96,seq,12,4096.0,1024000.0,read,local,255996.0,78871.63,1023984.0,315486.54,3.2418,255996.0,0.09,0.14,32.84,0.11,36.502269999999996,21333.0,3.0419
92,Linux Host,96,rnd,12,4096.0,1024000.0,write,global,12653.0,421.5,50612.0,1686.01,30.015,12653.0,20.64,28.46,80.0,31.94,360.088,1054.4167,30.0073
93,Linux Host,96,rnd,12,4096.0,1024000.0,write,local,67627.0,2253.47,270508.0,9013.88,30.0084,67627.0,2.2,5.32,73.45,5.28,359.9821,5635.5833,29.9985
94,Linux Host,96,seq,12,4096.0,1024000.0,write,global,118582.0,3951.9,474328.0,15807.58,30.0026,118582.0,0.51,3.03,19.58,5.99,359.86058,9881.8333,29.9884
95,Linux Host,96,seq,12,4096.0,1024000.0,write,local,255996.0,40624.78,1023984.0,162499.1,6.2974,255996.0,0.21,0.27,29.9,0.34,68.81032,21333.0,5.7342
96,Linux Host,96,rnd,13,4096.0,1024000.0,read,global,160221.0,5339.68,640884.0,21358.71,30.0024,160221.0,2.35,2.43,14.54,2.52,389.91357,12324.6923,29.9934
97,Linux Host,96,rnd,13,4096.0,1024000.0,read,local,150071.0,5001.39,600284.0,20005.56,30.0027,150071.0,2.36,2.6,85.13,2.97,389.88087,11543.9231,29.9908
98,Linux Host,96,seq,13,4096.0,1024000.0,read,global,255996.0,120726.4,1023984.0,482905.61,2.1172,255996.0,0.09,0.1,14.29,0.19,25.994580000000003,19692.0,1.9996
99,Linux Host,96,seq,13,4096.0,1024000.0,read,local,255996.0,66226.69,1023984.0,264906.75,3.8617,255996.0,0.09,0.16,27.15,0.22,42.01557,19692.0,3.232
100,Linux Host,96,rnd,13,4096.0,1024000.0,write,global,19113.0,636.72,76452.0,2546.9,30.0141,19113.0,14.16,20.41,99.08,24.83,390.03305,1470.2308,30.0025
101,Linux Host,96,rnd,13,4096.0,1024000.0,write,local,72510.0,2416.31,290040.0,9665.23,30.0053,72510.0,2.19,5.38,111.53,5.37,389.97684999999996,5577.6923,29.9982
102,Linux Host,96,seq,13,4096.0,1024000.0,write,global,114053.0,3800.99,456212.0,15203.94,30.0029,114053.0,0.34,3.42,28.36,7.04,389.7679,8773.3077,29.9821
103,Linux Host,96,seq,13,4096.0,1024000.0,write,local,255996.0,43855.16,1023984.0,175420.63,5.8331,255996.0,0.21,0.27,41.89,0.34,70.22521,19692.0,5.4019
104,Linux Host,96,rnd,14,4096.0,1024000.0,read,global,170025.0,5666.72,680100.0,22666.89,30.0024,170025.0,2.35,2.47,19.69,2.57,419.89346,12144.6429,29.9924
105,Linux Host,96,rnd,14,4096.0,1024000.0,read,local,160047.0,5333.83,640188.0,21335.32,30.0026,160047.0,2.35,2.62,84.5,3.82,419.90783,11431.9286,29.9934
